Cluster,UserID,TraceID,FramesetName,is attempted before,is finished before,is finished this time,# of conseuctive Incorrect,time divided by questions in this session
Normal,6689,trace 4587,PLExample3FF,1,TRUE,TRUE,0.085714286,4.711764706
Normal,6689,trace 4588,PLExample4FF,1,TRUE,TRUE,0,4.106666667
Normal,6689,trace 4589,PLExample5FF,1,TRUE,TRUE,0,4.92173913
Normal,6689,trace 4590,PLExample6FF,1,TRUE,TRUE,0,5.6
Normal,6689,trace 4591,ClosurePropertiesFF,1,TRUE,TRUE,0,2.64
Normal,6689,trace 4592,ClosurePropertiesExample1FF,1,TRUE,TRUE,0,2.42
Normal,6689,trace 4593,ClosurePropertiesExample2FF,1,TRUE,TRUE,0.090909091,2.12
Normal,6689,trace 4594,ClosurePropertiesExample3FF,1,TRUE,TRUE,0,4.244444444
Credit Seeking,6689,trace 4595,ContextFreeLanguagesFF,1,TRUE,TRUE,0.423728814,16.57241379
Normal,6689,trace 4596,CFGDerivationsFF,1,TRUE,TRUE,0.06557377,15.78666667
Normal,6689,trace 4597,DerivationTreesFF,1,TRUE,TRUE,0,7.216666667
Normal,6689,trace 4598,MembershipProblemFF,1,TRUE,TRUE,0.238095238,211.9536585
Normal,6689,trace 4599,AmbiguityFF,1,TRUE,TRUE,0,14.75833333
Normal,6689,trace 4600,TransformGrammarsFF,1,TRUE,TRUE,0,1402.476471
Credit Seeking,6689,trace 4601,RemoveUselessFF,0,FALSE,FALSE,0.739495798,72.55169492
Credit Seeking,6689,trace 4602,RemoveLambdaFF,0,FALSE,TRUE,0.432432432,6.422222222
Credit Seeking,6689,trace 4603,RemoveUnitFF,0,FALSE,TRUE,0.555555556,39.31267606
Normal,6689,trace 4604,ChomskyNormalFormFF,0,FALSE,TRUE,0,17.37142857
Credit Seeking,6689,trace 4605,GreibachNormalFormFF,0,FALSE,FALSE,0.576923077,6.315686275
Normal,6689,trace 4606,DerivationTreesFF,1,TRUE,FALSE,0,2.35
Normal,6689,trace 4607,AmbiguityFF,1,TRUE,TRUE,0,2.270588235
Credit Seeking,6689,trace 4608,GreibachNormalFormFF,1,FALSE,TRUE,0.333333333,2.3
Normal,6689,trace 4609,PDA,0,FALSE,TRUE,0.176470588,16.8875
Normal,6689,trace 4610,PDATransitionsFF,0,TRUE,TRUE,0.045454545,11.34285714
Normal,6689,trace 4611,PDAAcceptanceFF,0,FALSE,TRUE,0.068181818,1528.772093
Normal,6689,trace 4612,PDAEmptyStackAcceptanceFF,0,FALSE,TRUE,0.047619048,9.468292683
Normal,6689,trace 4613,PDAAcceptanceEquivalenceFF,0,FALSE,TRUE,0,3.827272727
Credit Seeking,6689,trace 4614,PDACFLFF,0,FALSE,TRUE,0.495495495,4.483636364
Normal,6689,trace 4615,DPDAFF,0,FALSE,TRUE,0,24.12941176
Normal,6689,trace 4616,NCFLProofFF,0,FALSE,TRUE,0,6.22
Normal,6689,trace 4617,NCFLversusDCFLFF,0,FALSE,TRUE,0,4.546666667
Normal,6689,trace 4618,GrammarsForDCFLFF,0,FALSE,TRUE,0,10.56363636
Normal,6689,trace 4619,CFLClosurePropertiesFF,0,FALSE,TRUE,0.033333333,9.903448276
Normal,6689,trace 4620,CFLPumpingLemmaFF,0,TRUE,TRUE,0.088888889,5.686363636
Credit Seeking,6689,trace 4621,CFLPumpingLemmaExample1FF,0,FALSE,TRUE,0.333333333,7.261290323
Credit Seeking,6689,trace 4622,PairToSortCONPI,0,FALSE,TRUE,0.297297297,9923.588889
Normal,6689,trace 4623,LowerBound,0,FALSE,TRUE,0.272727273,21.12
Normal,6689,trace 4624,TwoMulExample,0,FALSE,TRUE,0,27.0125
Normal,6689,trace 4625,TravelSalesman,0,FALSE,TRUE,0,29.95789474
Normal,6689,trace 4626,KClique,0,FALSE,TRUE,0,16.65454545
Normal,6689,trace 4627,SATProof,0,FALSE,TRUE,0,16.52
Normal,6689,trace 4628,NPCCoping,0,FALSE,TRUE,0.2,21.58571429
Normal,6689,trace 4629,UnsolveableProblems1,0,FALSE,TRUE,0,104.9
Normal,6689,trace 4630,UnsolveableProblems2,0,FALSE,TRUE,0,27.88571429
Normal,6689,trace 4631,TMGeneralModel,1,FALSE,TRUE,0.128571429,12.0173913
Normal,6689,trace 4632,TMInterpreting,0,FALSE,TRUE,0.076923077,7.968
Normal,6689,trace 4633,TMDecidableVSAcceptable,0,FALSE,TRUE,0,9.683333333
Normal,6689,trace 4634,TMComplicatedMachine3,0,FALSE,TRUE,0,5.00952381
Normal,6689,trace 4635,TMGeneralModel,1,FALSE,FALSE,0,5.233333333
Normal,6701,trace 4636,LanguagesFS,0,FALSE,TRUE,0.232142857,50.87636364
Normal,6701,trace 4637,GrammarIntroFS,0,TRUE,TRUE,0.051948052,28.46315789
Normal,6701,trace 4638,LanguagesFS,1,FALSE,FALSE,0,293.02
Credit Seeking,6701,trace 4639,RelationsFS,0,FALSE,TRUE,0.285714286,29.41
Normal,6701,trace 4640,EquivFS,0,FALSE,TRUE,0,24.03333333
Credit Seeking,6701,trace 4641,DFAintroFS,0,FALSE,TRUE,0.34375,36.68387097
Normal,6701,trace 4642,DFAadvancedFS,0,TRUE,TRUE,0.047619048,56.16
Normal,6701,trace 4643,RegExFS,0,FALSE,FALSE,0.24137931,26.57857143
Normal,6701,trace 4644,RegEx2NFA1FS,0,FALSE,FALSE,0,101.0166667
Normal,6701,trace 4645,RegEx2NFAstarFS,0,FALSE,FALSE,0.25,2.7
Normal,6701,trace 4646,ConvertRLREFF,0,FALSE,TRUE,0,61.32631579
Credit Seeking,6701,trace 4648,RegularGrammarFF,0,FALSE,TRUE,0.4,1897.389744
Normal,6701,trace 4649,REtoFAExampleFF,0,FALSE,TRUE,0,4.775
Normal,6701,trace 4650,NFAToReExampleFF,0,FALSE,FALSE,0.153846154,8.508333333
Normal,6701,trace 4651,introToNonRegularFF,0,FALSE,FALSE,0,8.275
Normal,6701,trace 4652,UnsolveableProblems1,0,FALSE,FALSE,0,1.05
Normal,6701,trace 4653,TMGeneralModel,0,FALSE,TRUE,0.162162162,51.59178082
Normal,6701,trace 4654,TMInterpreting,0,FALSE,TRUE,0,214.9052632
Normal,6701,trace 4655,TMDecidableVSAcceptable,0,FALSE,TRUE,0.066666667,12.65714286
Normal,6701,trace 4656,TMComplicatedMachine3,0,FALSE,TRUE,0,9.4
Normal,6701,trace 4657,PairToSortCONPI,0,FALSE,TRUE,0.058823529,39.2625
Normal,6701,trace 4658,LowerBound,0,FALSE,TRUE,0,54.31428571
Normal,6701,trace 4659,TwoMulExample,0,FALSE,TRUE,0,24.575
Credit Seeking,6701,trace 4660,TravelSalesman,0,FALSE,TRUE,0.363636364,25.00625
Normal,6701,trace 4661,KClique,0,FALSE,TRUE,0,29.18333333
Normal,6701,trace 4662,SATProof,0,FALSE,TRUE,0.083333333,32.29090909
Normal,6701,trace 4663,NPCCoping,0,FALSE,FALSE,0,1.55
Normal,6701,trace 4664,UnsolveableProblems1,1,FALSE,TRUE,0,43.13333333
Normal,6701,trace 4665,UnsolveableProblems2,0,FALSE,TRUE,0,138.5545455
Normal,6701,trace 4666,SATProof,1,FALSE,FALSE,0,5.033333333
Normal,6701,trace 4667,UnsolveableProblems1,1,FALSE,FALSE,0,1.05
Normal,6704,trace 4668,LanguagesFS,0,FALSE,TRUE,0.055555556,17.09142857
Normal,6704,trace 4669,GrammarIntroFS,0,FALSE,TRUE,0,22.68571429
Normal,6704,trace 4670,DFAintroFS,0,FALSE,TRUE,0.15,13.53684211
Normal,6704,trace 4671,DFAadvancedFS,0,FALSE,TRUE,0,14.93846154
Credit Seeking,6704,trace 4672,RelationsFS,0,FALSE,TRUE,0.5,25.328
Normal,6704,trace 4673,EquivFS,0,FALSE,TRUE,0,39.04
Normal,6704,trace 4674,NFAFS,0,FALSE,TRUE,0,12.6375
Normal,6704,trace 4675,NFAequivFS,0,FALSE,TRUE,0,0.1
Normal,6704,trace 4676,NFA2DFAlargeExFS,0,FALSE,TRUE,0,15.24705882
Normal,6704,trace 4677,DFAMinFS,0,FALSE,TRUE,0,10.7625
Normal,6704,trace 4678,DFAMinEx1FS,0,FALSE,TRUE,0,9.6
Normal,6704,trace 4679,DFAMinEx2FS,0,FALSE,TRUE,0.071428571,13.85925926
Credit Seeking,6704,trace 4680,RegExFS,0,FALSE,FALSE,0.608695652,16.80222222
Normal,6704,trace 4681,introToNonRegularFF,0,FALSE,TRUE,0,6.546666667
Normal,6704,trace 4682,introToPumpingFF,0,FALSE,TRUE,0,5.022222222
Normal,6704,trace 4683,PLExample1FF,0,FALSE,FALSE,0,58.56875
Normal,6704,trace 4684,ClosurePropertiesFF,0,FALSE,TRUE,0.142857143,3.866666667
Normal,6704,trace 4685,ClosurePropertiesExample1FF,0,FALSE,TRUE,0.083333333,7.2
Credit Seeking,6704,trace 4686,ContextFreeLanguagesFF,0,FALSE,TRUE,0.384615385,9.268421053
Normal,6704,trace 4687,CFGDerivationsFF,0,FALSE,TRUE,0,6.733333333
Normal,6704,trace 4688,DerivationTreesFF,0,TRUE,TRUE,0,28.95294118
Normal,6704,trace 4689,MembershipProblemFF,0,FALSE,TRUE,0.047619048,21.21
Normal,6704,trace 4690,AmbiguityFF,0,FALSE,TRUE,0.12,132.4666667
Normal,6704,trace 4691,PDACFLFF,0,FALSE,FALSE,0,13.83043478
Normal,6704,trace 4692,GreibachNormalFormFF,0,FALSE,TRUE,0.25,21.64615385
Normal,6704,trace 4694,RemoveUselessFF,0,FALSE,TRUE,0,12.43076923
Normal,6704,trace 4695,RemoveLambdaFF,0,FALSE,TRUE,0.047619048,10.86
Credit Seeking,6704,trace 4696,RemoveUnitFF,0,FALSE,TRUE,0.583333333,9.847887324
Normal,6704,trace 4697,ChomskyNormalFormFF,0,FALSE,TRUE,0.058823529,13.0125
Normal,6704,trace 4698,UnsolveableProblems2,0,FALSE,TRUE,0,22.525
Normal,6704,trace 4699,UnsolveableProblems1,0,FALSE,TRUE,0,38.91111111
Normal,6704,trace 4700,SetDefFS,0,FALSE,TRUE,0,8.028571429
Normal,6704,trace 4701,SetNotationFS,0,FALSE,TRUE,0.041666667,6.965217391
Normal,6704,trace 4702,NFAequivFS,1,TRUE,TRUE,0,0.1
Credit Seeking,6704,trace 4703,RegExFS,1,FALSE,TRUE,0.333333333,8.070588235
Normal,6704,trace 4704,RegEx2NFA1FS,0,FALSE,TRUE,0,4.018181818
Normal,6704,trace 4705,RegEx2NFAorFS,0,FALSE,TRUE,0,6.314285714
Normal,6704,trace 4706,RegEx2NFAcatFS,0,FALSE,TRUE,0,5.911111111
Normal,6704,trace 4707,RegEx2NFAstarFS,0,FALSE,TRUE,0,4.65
Normal,6704,trace 4708,RegEXtoNFAExampleFF,0,FALSE,TRUE,0.125,9.013333333
Normal,6704,trace 4709,ConvertRLREFF,0,FALSE,TRUE,0,4.188235294
Normal,6704,trace 4710,RegularGrammarFF,0,FALSE,TRUE,0.2,5.675
Normal,6704,trace 4711,NFAToREFF,0,FALSE,TRUE,0.15,5.852631579
Normal,6704,trace 4712,REtoFAExampleFF,0,FALSE,TRUE,0,2.8
Normal,6704,trace 4713,RightLinearRGFF,0,FALSE,TRUE,0,5.228571429
Normal,6704,trace 4714,NFAToReExampleFF,0,FALSE,TRUE,0,11.29090909
Normal,6704,trace 4715,LeftLinearGrammarFF,0,FALSE,TRUE,0,6.475
Normal,6704,trace 4716,RegEXtoRegGrammarFF,0,FALSE,TRUE,0.071428571,68.48888889
Normal,6704,trace 4717,RegEXtoLeftRegGrammarFF,0,FALSE,TRUE,0.133333333,4.55862069
Normal,6704,trace 4718,STA,0,FALSE,TRUE,0,2.745454545
Normal,6707,trace 4719,LanguagesFS,0,FALSE,TRUE,0.18,96.84081633
Normal,6707,trace 4720,GrammarIntroFS,0,FALSE,TRUE,0.189189189,10.50555556
Normal,6707,trace 4721,SetDefFS,0,FALSE,TRUE,0,6.9
Normal,6707,trace 4722,SetNotationFS,0,FALSE,TRUE,0.107142857,491.0074074
Credit Seeking,6707,trace 4723,RelationsFS,0,FALSE,TRUE,0.361111111,7.805714286
Normal,6707,trace 4724,EquivFS,0,FALSE,TRUE,0,10.775
Normal,6707,trace 4725,LanguagesFS,1,FALSE,FALSE,0,6.05
Normal,6707,trace 4726,DFAintroFS,0,FALSE,TRUE,0.2,20.675
Normal,6707,trace 4727,DFAadvancedFS,0,FALSE,TRUE,0,1774.531579
Credit Seeking,6707,trace 4728,NFAFS,0,FALSE,FALSE,0.384615385,14.208
Normal,6707,trace 4729,NFAequivFS,0,FALSE,TRUE,0,0.1
Normal,6707,trace 4730,NFA2DFAlargeExFS,0,FALSE,FALSE,0,7.05
Credit Seeking,6707,trace 4731,NFAFS,1,FALSE,FALSE,0.875,1.095652174
Normal,6707,trace 4732,NFA2DFAlargeExFS,1,FALSE,TRUE,0,13.30588235
Credit Seeking,6707,trace 4733,NFAFS,1,FALSE,FALSE,0.666666667,3.525
Credit Seeking,6707,trace 4734,RegExFS,0,FALSE,FALSE,0.361111111,23.40985915
Normal,6707,trace 4736,ClosureConceptFF,0,FALSE,TRUE,0,7.472727273
Credit Seeking,6707,trace 4737,ClosureRegularLangFF,0,FALSE,TRUE,0.32,349.0083333
Normal,6707,trace 4738,RegularLangClosedInterFF,0,FALSE,FALSE,0,4.35
Normal,6707,trace 4739,HomomorphismFF,0,FALSE,TRUE,0,10.13333333
Credit Seeking,6707,trace 4740,ClosurePropertiesExample1FF,0,FALSE,FALSE,0.428571429,11.2
Credit Seeking,6707,trace 4741,ClosurePropertiesFF,0,FALSE,FALSE,0.333333333,3.64
Normal,6707,trace 4742,introToNonRegularFF,0,FALSE,TRUE,0.111111111,4.835294118
Credit Seeking,6707,trace 4743,ContextFreeLanguagesFF,0,FALSE,FALSE,0.769230769,3.516666667
Normal,6707,trace 4744,DerivationTreesFF,0,FALSE,TRUE,0.058823529,4.825
Credit Seeking,6707,trace 4745,CFGDerivationsFF,0,FALSE,FALSE,0.352941176,4.94375
Credit Seeking,6707,trace 4746,ContextFreeLanguagesFF,1,FALSE,FALSE,0.6875,4.937974684
Normal,6707,trace 4747,CFGDerivationsFF,1,FALSE,TRUE,0.020833333,12.66170213
Normal,6707,trace 4748,introToNonRegularFF,1,TRUE,TRUE,0,12.28
Normal,6707,trace 4749,CFLClosurePropertiesFF,0,FALSE,FALSE,0,2.7
Normal,6707,trace 4750,CFLPumpingLemmaExample5FF,0,FALSE,TRUE,0.185714286,3.350724638
Normal,6707,trace 4751,CFLPumpingLemmaExample4FF,0,FALSE,TRUE,0.134328358,2.381818182
Normal,6707,trace 4752,CFLPumpingLemmaExample3FF,0,FALSE,TRUE,0.236363636,2.318518519
Normal,6707,trace 4753,CFLPumpingLemmaExample2FF,0,FALSE,FALSE,0.132075472,2.405769231
Normal,6707,trace 4754,CFLPumpingLemmaFF,0,FALSE,TRUE,0.12,1.966666667
Normal,6707,trace 4755,CFLClosurePropertiesFF,1,FALSE,TRUE,0.115384615,1.768
Normal,6707,trace 4756,PDA,0,FALSE,FALSE,0.090909091,11.52
Credit Seeking,6707,trace 4757,PDAEmptyStackAcceptanceFF,0,FALSE,FALSE,0.4,3.9
Normal,6707,trace 4758,CFLPumpingLemmaExample1FF,0,FALSE,FALSE,0.1,3.022222222
Normal,6707,trace 4759,TMGeneralModel,0,FALSE,FALSE,0.076923077,2.258333333
Normal,6728,trace 4761,introToNonRegularFF,0,FALSE,TRUE,0,20.3
Normal,6728,trace 4762,PLExample1FF,0,FALSE,FALSE,0.111111111,45.7625
Normal,6728,trace 4763,PLExample4FF,0,FALSE,FALSE,0.066666667,2516.727586
Normal,6728,trace 4764,PLExample5FF,0,FALSE,TRUE,0.09375,30.36129032
Normal,6728,trace 4765,PLExample1FF,1,FALSE,FALSE,0,12.02
Normal,6728,trace 4766,PLExample6FF,0,FALSE,FALSE,0,6.42
Normal,6728,trace 4769,PLExample1FF,1,FALSE,FALSE,0,46.19090909
Normal,6728,trace 4770,ClosureConceptFF,0,FALSE,FALSE,0,3.033333333
Normal,6728,trace 4771,RegularLangClosedInterFF,0,FALSE,FALSE,0,10.775
Normal,6728,trace 4772,MajorConceptsFF,0,FALSE,TRUE,0.069767442,9.6
Normal,6728,trace 4773,GrammarIntroFF,0,FALSE,TRUE,0.113636364,9.63255814
Normal,6728,trace 4774,SetDefFF,0,FALSE,TRUE,0,4.44
Normal,6728,trace 4775,SetCommonSymbolsFF,0,FALSE,TRUE,0.043478261,10.64545455
Normal,6728,trace 4776,RelationsFF,0,FALSE,TRUE,0,44.61333333
Normal,6728,trace 4777,MathProofFF,0,FALSE,FALSE,0,4.275
Normal,6728,trace 4778,DFAFF,0,FALSE,FALSE,0.181818182,2.82
Credit Seeking,6728,trace 4779,RegularGrammarFF,0,FALSE,FALSE,0.785714286,7.084615385
Normal,6728,trace 4780,GrammarIntroFF,1,FALSE,FALSE,0,4.55
Credit Seeking,6728,trace 4781,PLExample6FF,1,FALSE,FALSE,0.315789474,12.78333333
Credit Seeking,6728,trace 4782,PDACFLFF,0,FALSE,TRUE,0.491803279,16.10082645
Credit Seeking,6728,trace 4783,CFLPumpingLemmaFF,0,FALSE,FALSE,0.333333333,4.463636364
Normal,6728,trace 4784,CFLPumpingLemmaExample1FF,0,TRUE,TRUE,0.037735849,3330.080769
Normal,6728,trace 4785,CFLPumpingLemmaExample4FF,0,FALSE,TRUE,0.209677419,2.26557377
Credit Seeking,6728,trace 4786,TMGeneralModel,0,FALSE,FALSE,0.803278689,1.901666667
Credit Seeking,6728,trace 4787,TMDecidableVSAcceptable,0,FALSE,TRUE,0.315789474,1.9
Normal,6728,trace 4788,MathProofFF,1,FALSE,TRUE,0.25,2.103225806
Normal,6728,trace 4789,ContinuedMathProofFF,0,FALSE,TRUE,0.041666667,3.356521739
Credit Seeking,6728,trace 4790,InductionProofExample1FF,0,FALSE,TRUE,0.4,1.55862069
Credit Seeking,6728,trace 4791,InductionProofExample2FF,0,FALSE,TRUE,0.347826087,1.6
Credit Seeking,6728,trace 4792,DFAFF,1,FALSE,FALSE,0.613636364,2.772093023
Credit Seeking,6728,trace 4793,FADefinitionsFF,0,FALSE,FALSE,0.4375,1.073333333
Credit Seeking,6728,trace 4794,DFAFF,1,FALSE,TRUE,0.375,2.443478261
Credit Seeking,6728,trace 4795,FADefinitionsFF,1,FALSE,TRUE,0.907142857,5.469064748
Normal,6728,trace 4796,CFLClosurePropertiesFF,0,FALSE,TRUE,0,2.266666667
Normal,6728,trace 4797,CFLPumpingLemmaFF,1,FALSE,TRUE,0.058823529,1.7
Credit Seeking,6728,trace 4798,CFLPumpingLemmaExample2FF,0,FALSE,FALSE,0.609375,1.907936508
Credit Seeking,6728,trace 4799,CFLPumpingLemmaExample3FF,0,FALSE,FALSE,0.323529412,1.7
Credit Seeking,6728,trace 4800,CFLPumpingLemmaExample2FF,1,FALSE,FALSE,0.5,0.04
Credit Seeking,6728,trace 4801,CFLPumpingLemmaExample3FF,1,FALSE,TRUE,0.379310345,0.971428571
Credit Seeking,6728,trace 4802,CFLPumpingLemmaExample5FF,0,FALSE,TRUE,0.392857143,1812.339759
Normal,6728,trace 4803,CFLPumpingLemmaExample2FF,1,FALSE,TRUE,0.12,2.091666667
Credit Seeking,6728,trace 4804,introToPumpingFF,0,FALSE,TRUE,0.318181818,1.438095238
Credit Seeking,6728,trace 4805,PLExample4FF,1,FALSE,TRUE,0.307692308,1.433333333
Normal,6728,trace 4806,PLExample1FF,1,FALSE,TRUE,0.034482759,2.007142857
Normal,6728,trace 4807,PLExample2FF,0,FALSE,TRUE,0.162790698,1.933333333
Normal,6728,trace 4808,ClosurePropertiesExample3FF,0,FALSE,TRUE,0.166666667,1.290909091
Normal,6728,trace 4809,ClosurePropertiesExample1FF,0,FALSE,TRUE,0.076923077,1.683333333
Credit Seeking,6728,trace 4810,ClosurePropertiesExample2FF,0,FALSE,TRUE,0.411764706,0.95
Credit Seeking,6728,trace 4811,ClosurePropertiesFF,0,FALSE,FALSE,0.961038961,0.698684211
Normal,6728,trace 4812,PLExample6FF,1,FALSE,TRUE,0.058823529,1.8875
Credit Seeking,6728,trace 4813,ClosurePropertiesFF,1,FALSE,FALSE,0.962025316,0.887179487
Normal,6728,trace 4814,PLExample3FF,0,FALSE,TRUE,0.217391304,1.671111111
Credit Seeking,6728,trace 4815,ClosurePropertiesFF,1,FALSE,TRUE,0.538461538,2.183333333
Credit Seeking,6728,trace 4816,ContextFreeLanguagesFF,0,FALSE,FALSE,0.813559322,1529.676068
Credit Seeking,6728,trace 4817,PDA,0,FALSE,FALSE,0.607142857,1.822222222
Credit Seeking,6728,trace 4818,DPDAFF,0,FALSE,TRUE,0.40625,3.135483871
Normal,6728,trace 4819,NCFLversusDCFLFF,0,FALSE,TRUE,0,2.65
Normal,6728,trace 4820,NCFLProofFF,0,FALSE,TRUE,0,2.018181818
Normal,6728,trace 4821,GrammarsForDCFLFF,0,FALSE,TRUE,0.071428571,1.784615385
Normal,6728,trace 4822,PDA,1,FALSE,TRUE,0.142857143,1.033333333
Normal,6728,trace 4823,PDATransitionsFF,0,TRUE,TRUE,0.071428571,1.896296296
Credit Seeking,6728,trace 4824,PDAAcceptanceFF,0,FALSE,FALSE,0.6,3.215789474
Credit Seeking,6728,trace 4825,TMGeneralModel,1,FALSE,FALSE,0.511627907,1.454761905
Credit Seeking,6728,trace 4826,PDAAcceptanceFF,1,FALSE,TRUE,0.584,1.19516129
Credit Seeking,6728,trace 4827,PDAEmptyStackAcceptanceFF,0,FALSE,TRUE,0.376623377,4.160526316
Normal,6728,trace 4828,PDAAcceptanceEquivalenceFF,0,FALSE,TRUE,0.235294118,1.4
Credit Seeking,6728,trace 4829,TMComplicatedMachine3,0,FALSE,TRUE,0.3,2.517948718
Credit Seeking,6728,trace 4830,TMGeneralModel,1,FALSE,FALSE,0.88,0.55
Normal,6728,trace 4831,TMInterpreting,0,FALSE,TRUE,0.272727273,2.38125
Credit Seeking,6728,trace 4832,TMGeneralModel,1,FALSE,TRUE,0.539325843,2.115909091
Normal,6728,trace 4833,TransformGrammarsFF,0,FALSE,TRUE,0.138888889,1.92
Credit Seeking,6728,trace 4834,RemoveUselessFF,0,FALSE,FALSE,0.363636364,8.623809524
Normal,6728,trace 4835,RemoveLambdaFF,0,FALSE,FALSE,0.25,0.871428571
Credit Seeking,6728,trace 4836,GreibachNormalFormFF,0,FALSE,FALSE,0.685714286,2.888235294
Normal,6728,trace 4838,TMGeneralModel,1,FALSE,FALSE,0,1.55
Normal,6728,trace 4839,CFGDerivationsFF,0,FALSE,FALSE,0.25,0.7
Credit Seeking,6728,trace 4840,ContextFreeLanguagesFF,1,FALSE,TRUE,0.929824561,1.967857143
Credit Seeking,6728,trace 4841,CFGDerivationsFF,1,FALSE,FALSE,0.608247423,1.126041667
Credit Seeking,6728,trace 4843,CFGDerivationsFF,1,FALSE,TRUE,0.647540984,0.960330579
Credit Seeking,6728,trace 4844,DerivationTreesFF,0,FALSE,TRUE,0.577777778,1.095454545
Normal,6728,trace 4845,MembershipProblemFF,0,FALSE,FALSE,0.2,1.677777778
Credit Seeking,6728,trace 4846,AmbiguityFF,0,FALSE,TRUE,0.326086957,1.582222222
Credit Seeking,6728,trace 4847,MembershipProblemFF,1,FALSE,TRUE,0.434782609,20.96363636
Credit Seeking,6728,trace 4848,PairToSortCONPI,0,FALSE,TRUE,0.482758621,386.6857143
Normal,6728,trace 4849,LowerBound,0,TRUE,TRUE,0.083333333,2.109090909
Credit Seeking,6728,trace 4850,TwoMulExample,0,FALSE,TRUE,0.333333333,2.225
Normal,6728,trace 4851,TravelSalesman,0,FALSE,TRUE,0.269230769,22.328
Credit Seeking,6728,trace 4852,KClique,0,FALSE,TRUE,0.4,1.133333333
Normal,6728,trace 4853,SATProof,0,FALSE,TRUE,0.176470588,21.2625
Credit Seeking,6728,trace 4854,NPCCoping,0,FALSE,TRUE,0.716981132,1.657692308
Normal,6728,trace 4855,UnsolveableProblems1,0,FALSE,TRUE,0.2,1.514285714
Credit Seeking,6728,trace 4856,UnsolveableProblems2,0,FALSE,TRUE,0.318181818,28357.52857
Normal,6728,trace 4857,PairToSortCONPI,1,FALSE,FALSE,0,38.62
Normal,6728,trace 4858,UnsolveableProblems1,1,TRUE,TRUE,0,104.24
Normal,6728,trace 4859,TMGeneralModel,1,TRUE,TRUE,0,59.37272727
Normal,6728,trace 4860,TMInterpreting,1,FALSE,FALSE,0,5.525
Normal,6728,trace 4861,TMDecidableVSAcceptable,1,TRUE,TRUE,0.111111111,70.9
Normal,6728,trace 4862,TravelSalesman,1,FALSE,FALSE,0,74.35
Normal,6732,trace 4863,RegularGrammarFF,0,FALSE,FALSE,0,0.1
Normal,6732,trace 4864,introToNonRegularFF,0,FALSE,TRUE,0,14.94666667
Normal,6732,trace 4865,introToPumpingFF,0,FALSE,TRUE,0.076923077,10.93333333
Normal,6732,trace 4866,PLExample1FF,0,FALSE,FALSE,0.181818182,17.628125
Normal,6732,trace 4867,PLExample2FF,0,FALSE,TRUE,0.055555556,13.20571429
Credit Seeking,6732,trace 4868,ClosurePropertiesFF,0,FALSE,TRUE,0.416666667,9.745454545
Credit Seeking,6732,trace 4869,ContextFreeLanguagesFF,0,FALSE,FALSE,0.545454545,9.32
Normal,6732,trace 4870,CFGDerivationsFF,0,FALSE,FALSE,0,4.04
Normal,6732,trace 4872,RemoveUselessFF,0,FALSE,FALSE,0,5.033333333
Normal,6732,trace 4874,LeftLinearGrammarFF,0,FALSE,TRUE,0.113636364,8.330232558
Normal,6732,trace 4875,RightLinearRGFF,0,FALSE,TRUE,0.045454545,8.485714286
Normal,6732,trace 4876,REtoFAExampleFF,0,FALSE,TRUE,0,12.275
Credit Seeking,6732,trace 4877,RegularExpressionsFF,0,FALSE,FALSE,0.485714286,16.41764706
Credit Seeking,6732,trace 4879,RegularExpressionsFF,1,FALSE,FALSE,0.5,2.44
Normal,6732,trace 4881,ClosurePropertiesExample1FF,0,FALSE,FALSE,0,7.775
Normal,6732,trace 4882,DerivationTreesFF,0,FALSE,FALSE,0,1.05
Normal,6732,trace 4884,CFLClosurePropertiesFF,0,FALSE,FALSE,0.105263158,6.672222222
Credit Seeking,6732,trace 4885,PDACFLFF,0,FALSE,TRUE,0.428571429,3.655769231
Normal,6732,trace 4886,GrammarsForDCFLFF,0,FALSE,TRUE,0,13.43333333
Normal,6732,trace 4887,DPDAFF,0,FALSE,FALSE,0.083333333,7.645454545
Normal,6732,trace 4888,TMInterpreting,0,FALSE,FALSE,0.25,3.073333333
Normal,6732,trace 4889,CFLClosurePropertiesFF,1,FALSE,FALSE,0,42.275
Credit Seeking,6732,trace 4890,TravelSalesman,0,FALSE,TRUE,0.425,26.18461538
Normal,6732,trace 4891,SATProof,0,FALSE,FALSE,0.230769231,6.341666667
Normal,6732,trace 4893,UnsolveableProblems1,0,FALSE,TRUE,0,39.42
Normal,6732,trace 4894,UnsolveableProblems2,0,FALSE,TRUE,0,97.45714286
Credit Seeking,6732,trace 4895,RelationsFF,0,FALSE,TRUE,0.614035088,3.039285714
Credit Seeking,6734,trace 4896,RegularGrammarFF,0,FALSE,TRUE,0.310344828,31.43571429
Normal,6734,trace 4897,NFAToREFF,0,FALSE,TRUE,0,11854.44286
Normal,6734,trace 4898,REtoFAExampleFF,0,FALSE,TRUE,0,4.025
Normal,6734,trace 4899,RightLinearRGFF,0,FALSE,TRUE,0,8.68
Normal,6734,trace 4900,NFAToReExampleFF,0,FALSE,TRUE,0,4.62
Normal,6734,trace 4901,LeftLinearGrammarFF,0,FALSE,TRUE,0,62.70666667
Normal,6734,trace 4902,RegEXtoRegGrammarFF,0,FALSE,TRUE,0.04,24.675
